content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
001688804b1238a2,91294,81410986,139159,91176,81433007,139159
00177c64310a8497,29698,19814017,139433,29577,19833729,139433
001e2a19a96f649d,103715,93834155,138289,103595,93853656,138289
001eee4177300f13,20363,10490241,139647,20235,10500408,139647
0042b2bb9dc24d09,85207,75350945,139423,85085,75363799,139423
009b1d062b694331,72389,62491059,130461,72266,62523681,130461
00b3a9ce06b47f4f,12000,2150082,140451,11882,2167293,140451
00b690ee2e5ca910,66230,56370436,137914,66101,56384583,137914
00ba9ddea51eeecd,92467,82593985,157505,92353,82610413,157505
00bad85cf817dec6,18870,8990081,139480,18753,9008237,139480
00c09aeff1d721f2,118401,108554551,156423,118283,108566035,156423
00c81a2c2d7c71b2,82255,72374260,138485,82137,72393345,138485
00e28fb1beb67abc,119269,109390993,137596,119148,109405056,137596
00fb238b99056520,56790,46914384,140219,56669,46926481,140219
00fb4ff2b5d6813b,99169,89269337,129069,99082,89309140,129069
0102c42f56f0966e,78065,68171159,129062,77968,68200755,129062
0118842e2830f2b9,117680,107751635,129260,117579,107814518,129260
011f6e1a0351ef94,16512,6650627,142976,16387,6664344,142976
01448cb9405ed00d,61302,51410155,132493,61197,51437202,132493
0148b4c16e640d32,93567,83694592,140266,93451,83709348,140266
019a5b85ce0a8e07,17428,7529026,133127,17357,7566253,133127
019f14a55cfdc50c,19568,9671358,132382,19479,9702926,132382
01a729a84b474832,66385,56529335,130827,66269,56539434,130827
01a9ee9824343e8d,56596,46713975,139210,56476,46732879,139210
01ad5381eb0dc256,64588,54710513,138243,64468,54723852,138243
01b67d5cb9b1c1d8,69999,60086087,131027,69942,60135005,131027
01d1ee3ef6051874,53683,43814004,139722,53556,43824077,139722
01db6ca91fdfc550,91327,81450753,138010,91208,81465649,138010
01dde5ba1a112840,45643,35770536,138502,45521,35780178,138502
01df84e9305965cf,25412,15548813,131490,25278,15558425,131490
01e64a8a4ea9dd5b,85944,76030927,138760,85877,76085120,138760
0204f748eb37399c,60264,50410905,139787,60139,50421393,139787
0205dc4765a5c455,71347,61490709,138975,71222,61501478,138975
020e8e1b72bdc36c,95766,85921947,170773,95679,85938539,170773
