content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
0006a33845da1b82,104205,94290600,132979,104076,94300964,132979
0007ca2002501b4f,101793,91913053,142056,101623,91923018,142056
00193ba7c601d51e,21509,11651944,138162,21337,11662372,138162
00297d48f95ac49e,28162,18288746,139012,27971,18299210,139012
002dc2c9d6c74460,67570,57647717,129880,67402,57657908,129880
0030385f0f17287c,102642,92768363,131553,102456,92777668,131553
006835e80a62d27e,108781,98929740,138751,108612,98940210,138751
006b802774b6925f,114153,104281838,139267,113988,104292377,139267
007b371db0f409cb,31891,22008617,138470,31707,22018351,138470
008a0678ae3e176f,79544,69648856,136116,79394,69658755,136116
00982e774a535ab8,10330,449559,139538,10161,460314,139538
00a2aa8c9b6e184c,34144,24288478,137300,33972,24298984,137300
00b6cfb7573437fb,16794,6908295,137437,16624,6918883,137437
00c5c465e20ce7ed,88406,78549432,138297,88234,78559355,138297
00cb2cef3b590279,45386,35508507,136710,45219,35518558,136710
00dcee71f3549aa0,68646,58789043,137803,68480,58801887,137803
011518fd897617fc,33318,23432138,138717,33146,23442115,138717
011cdd813d527fbf,100624,90748530,131403,100449,90758176,131403
011d573d0f2776ab,43284,33387279,129630,43146,33396416,129630
011f5c2cfa1bebed,67681,57773206,138039,67486,57782915,138039
012391c47282b0c3,110762,100889725,137613,110595,100899388,137613
012e4f708faf3a37,29437,19594047,341168,29291,19621944,341208
01464ee50d80c6ec,26762,16887261,130842,26593,16896888,130842
01618bf3d69ae69d,30713,20831450,154682,30545,20842814,154682
0171b290e402e8a8,64769,54909231,138929,64596,54923025,138929
017524f7e6692f8c,60745,50868933,136893,60567,50885223,136893
018fea6d2f212981,105118,95248794,132399,104950,95259072,132399
0192543053448591,91809,81930105,130900,91631,81939835,130900
01a84749456c0e13,106817,96932018,131605,106650,96941834,131605
01b34f2ee4c325fd,86641,76788801,135581,86471,76798805,135581
01bb9333aafaa3f9,56110,46229222,139340,55951,46241729,139340
01e1cc0665a712b2,96176,86319537,108313,96059,86340530,108313
01e570601ea3da81,106761,96909809,140051,106591,96919597,140051
01eb8fe6d075b9d6,49591,39708879,138097,49420,39720499,138097
01f73261580414e0,45048,35172333,138167,44861,35182915,138167
01fc2dbec65d261f,58359,48447482,129321,58247,48481850,129321
01fdca213e26b390,69513,59590082,127441,69370,59601495,127441
022ee3b72e51ff7b,63870,53989392,137232,63709,54000358,137232
02300417b4b877a4,62750,52888951,138106,62572,52901828,138106
023f2e947702defe,24009,14085204,129346,23862,14094651,129346
02443704cc8ab56c,92933,83049483,138276,92731,83059615,138276
02547c2314c55d8a,54630,44729480,140690,54518,44742155,140690
0268fede5c6c5b68,16230,6396425,351000,16096,6427961,351040
