content_hash,rtsp-0_pts_ms,rtsp-0_arrival_us,rtsp-0_bytes,webrtc-0_pts_ms,webrtc-0_arrival_us,webrtc-0_bytes
001b9777b77a580d,99609,89740698,138079,99484,89756595,138079
0027ebffd768d2fc,62894,53020156,136958,62787,53039304,136958
0058a803d28a4279,87871,78000418,137540,87767,78018106,137540
006a3d201e457f69,56926,47059936,137131,56820,47071278,137131
007b3b993cb03074,90359,80480176,136638,90280,80556107,136638
008dda66b8be0493,116987,107121176,138876,116878,107132399,138876
0097bffac159fe68,93534,83640503,136619,93460,83679658,136619
009934d43a92af76,41592,31726007,156773,41480,31738360,156773
00aa1a5e89feeb4f,101907,92020561,137351,101839,92057404,137351
00ae97aceaf2ef4c,103637,93743092,139563,103563,93786125,139563
00d25eb354131007,78336,68459468,118390,78259,68480846,118390
00f8454e27e095fc,66183,56320257,138079,66075,56330517,138079
0130e3f35c9a34fa,48286,38422382,152533,48181,38434851,152533
013d49f5b7402d5b,117802,107984753,330143,117732,108012397,330183
0143daa126f53812,94419,84560550,138646,94310,84575574,138646
014ba30877493b67,71303,61440529,140067,71196,61451066,140067
015242b68573c372,46836,36979703,135830,46721,36990108,135830
015572e05738affd,12673,2802842,137895,12563,2818493,137895
0168526dab6b80d9,104745,94884515,137065,104626,94894182,137065
01776b93e40b869f,30504,20619720,137658,30431,20650090,137658
018a3f4018b599e0,78112,68226551,129055,78041,68257461,129055
019807e684b03eff,50616,40759781,136183,50498,40770791,136183
01d9d0163ecea3ae,65237,55338547,128198,65171,55382402,128198
01dbdedc3c0e09c7,116732,106884193,137795,116626,106895048,137795
0203d43c19eecbba,86988,77120205,136401,86888,77135886,136401
0203f9bfe61aa27e,75966,66100077,136786,75858,66111782,136786
02072e0c9222ec42,39068,29220079,139012,38953,29230837,139012
0217a4d96cafa6ef,118123,108223323,141128,118051,108268702,141128
02342412ae569c7c,51529,41638948,129228,51449,41673345,129228
024226ce13a17abc,37673,27819350,135849,37557,27830030,135849
0252c2bfb781ad17,18571,8703186,139555,18460,8716189,139555
0259cdff2baa83d3,40674,30783447,138254,40599,30819130,138254
025cf493b4078b46,38712,28823102,137831,38629,28857372,137831
025de4ef81569d60,93745,83863464,136617,93652,83891112,136617
0289535608fc0e48,82629,72743405,136645,,,
0292ab0d21141c87,96901,87043713,155324,96799,87061403,155324
029598d9bbc6c237,72232,62343715,118370,72151,62376832,118370
029a489d99b9bba7,65781,55923455,137263,65670,55933106,137263
029e79e8b8188514,51465,41578484,128582,51389,41609765,128582
02a78a1e4e3f885f,95138,85324672,335101,,,
02a9e1c0f5f53c1f,52946,43079811,137193,52840,43091665,137193
02d81d5d252f75c8,85849,75980853,140120,85746,75996565,140120
